   95 ZINC00001952 ZINC 1.911e+03   0        -56.2    0        0        -56.2      0  3  3 0.28
   96 ZINC00001959 ZINC 2.238e+03   0        -53      0        0        -53        0  3  3 0.18
   97 ZINC00001959 ZINC 2.356e+03   0        -45.5    0        0        -45.5      0  3  3 0.07
   98 ZINC00002020 ZINC 2.371e+03   0        -46.6    0        0        -46.6      0  3  3 0.28
   99 ZINC00002020 ZINC 2.049e+03   0        -60.2    0        0        -60.2      0  3  3 0.33
  100 ZINC00001460 ZINC 2.203e+03   0        -56.4    0        0        -56.4      0  3  3 0.39
  101 ZINC00002115 ZINC 2.247e+03   0        -44.4    0        0        -44.4      0  3  3 0.16
  102 ZINC00002115 ZINC 2.160e+03   0        -46.1    0        0        -46.1      0  3  3 0.15
  103 ZINC00003275 ZINC 2.156e+03   0        -51      0        0        -51        0  3  3 0.19
  104 ZINC00003285 ZINC 2.343e+03   0        -38.5    0        0        -38.5      0  3  3 0.27
  105 ZINC00003291 ZINC 2.258e+03   0        -46.6    0        0        -46.6      0  3  3 0.18
  106 ZINC00003291 ZINC 2.200e+03   0        -51.9    0        0        -51.9      0  3  3 0.19
  107 ZINC00004005 ZINC 1.869e+03   0        -54.5    0        0        -54.5      0  3  3 0.15
  108 ZINC00005882 ZINC 2.177e+03   0        -54.6    0        0        -54.6      0  3  3 0.34
  109 ZINC00007231 ZINC 2.361e+03   0        -56.3    0        0        -56.3      0  3  3 0.31
  110 ZINC00007231 ZINC 2.015e+03   0        -56.5    0        0        -56.5      0  3  3 0.25
  111 ZINC00007231 ZINC 2.276e+03   0        -57.9    0        0        -57.9      0  3  3 0.17
  112 ZINC00007231 ZINC 2.281e+03   0        -56.5    0        0        -56.5      0  3  3 0.23
  113 ZINC00008580 ZINC 1.612e+03   0        -43.6    0        0        -43.6      2  3  3 0.20
  114 ZINC00008580 ZINC 1.908e+03   0        -55      0        0        -55        0  3  3 0.41
  115 ZINC00009539 ZINC 2.259e+03   0        -55.9    0        0        -55.9      0  3  3 0.24
  116 ZINC00009539 ZINC 2.314e+03   0        -56.8    0        0        -56.8      0  3  3 0.19
  117 ZINC00009552 ZINC 2.317e+03   0        -54.6    0        0        -54.6      0  3  3 0.19
  118 ZINC00009552 ZINC 2.319e+03   0        -49.4    0        0        -49.4      0  3  3 0.07
  119 ZINC00009552 ZINC 2.311e+03   0        -49.2    0        0        -49.2      0  3  3 0.35
  120 ZINC00009552 ZINC 2.571e+03   0        -55.5    0        0        -55.5      0  3  3 0.12
  121 ZINC00009609 ZINC 2.104e+03   0        -56.1    0        0        -56.1      0  3  3 0.23
  122 ZINC00009609 ZINC 2.273e+03   0        -53.5    0        0        -53.5      0  3  3 0.49
  123 ZINC00006494 ZINC 2.028e+03   0        -48.9    0        0        -48.9      0  3  3 0.35
  124 ZINC00006494 ZINC 1.969e+03   0        -50.2    0        0        -50.2      0  3  3 0.42
  125 ZINC00006521 ZINC 2.147e+03   0        -45.6    0        0        -45.6      0  3  3 0.15
  126 ZINC00000557 ZINC 1.978e+03   0        -40.1    0        0        -40.1      0  3  3 0.36
  127 ZINC00001702 ZINC 2.046e+03   0        -42.5    0        0        -42.5      0  3  3 0.47
  128 ZINC00003697 ZINC 1.961e+03   0        -45.3    0        0        -45.3      0  3  3 0.31
  129 ZINC00004052 <0>1 1.127e+03   0        -24.3    0        0        -24.3      0  3  3 0.53
  130 ZINC00004052 <0>1 1.232e+03   0        -29      0        0        -29        1  3  3 0.62
  131 ZINC00004056 <0>1 1.318e+03   0        -19.6    0        0        -19.6      0  3  3 0.15
  132 ZINC00004072 <0>1 1.475e+03   0        -23.8    0        0        -23.8      9  3  3 0.66
  133 ZINC00004342 <0>1 1.230e+03   0        -22.7    0        0        -22.7      3  3  3 0.63
  134 ZINC00004993 ZINC 2.467e+03   0        -46.1    0        0        -46.1      0  3  3 0.21
  135 ZINC00004993 ZINC 2.373e+03   0        -45.5    0        0        -45.5      0  3  3 0.47
  136 ZINC00005429 ZINC 2.267e+03   0        -47.4    0        0        -47.4      0  3  3 0.58
  137 ZINC00006284 ZINC 2.160e+03   0        -47.2    0        0        -47.2      0  3  3 0.39
  138 ZINC00006292 ZINC 2.227e+03   0        -41.3    0        0        -41.3      0  3  3 0.47
  139 ZINC00007127 <0>1 1.264e+03   0        -23.3    0        0        -23.3     10  3  3 0.25
  140 ZINC00007127 <0>1 1.277e+03   0        -23      0        0        -23        4  3  3 0.25
  141 ZINC00007127 <0>1 1.242e+03   0        -22.4    0        0        -22.4      8  3  3 0.23
  142 ZINC00007127 <0>1 1.307e+03   0        -23.2    0        0        -23.2      8  3  3 0.27
  143 ZINC00009203 <0>1 1.353e+03   0        -26.6    0        0        -26.6      9  3  3 0.48
  144 ZINC00009486 ZINC 2.231e+03   0        -47.8    0        0        -47.8      0  3  3 0.42
  145 ZINC00009599 <0>1 1.592e+03   0        -21.1    0        0        -21.1      6  3  3 0.15
  146 ZINC00009781 ZINC 2.312e+03   0        -43.2    0        0        -43.2      0  3  3 0.27
  147 ZINC00000884 ZINC 2.116e+03   0        -46.4    0        0        -46.4      0  3  3 0.45
  148 ZINC00001703 <0>1 1.191e+03   0        -25.7    0        0        -25.7     10  3  3 0.40
  149 ZINC00001703 <0>1 1.201e+03   0        -27.6    0        0        -27.6      9  3  3 0.31
  150 ZINC00000417 ZINC 2.065e+03   0        -44.1    0        0        -44.1      0  3  3 0.51
  151 ZINC00000417 ZINC 2.041e+03   0        -47.8    0        0        -47.8      0  3  3 0.49
  152 ZINC00004896 <0>1 1.591e+03   0        -26.1    0        0        -26.1      9  3  3 0.49
  153 ZINC00004896 <0>1 1.575e+03   0        -24.5    0        0        -24.5      9  3  3 0.47
  154 ZINC00004941 <0>1 1.371e+03   0        -23.5    0        0        -23.5      0  3  3 0.46
  155 ZINC00006545 ZINC 2.078e+03   0        -50.7    0        0        -50.7      0  3  3 0.44
  156 ZINC00006545 ZINC 1.799e+03   0        -49.2    0        0        -49.2      0  3  3 0.34
  157 ZINC00006545 ZINC 1.799e+03   0        -44.1    0        0        -44.1      0  3  3 0.38
  158 ZINC00006545 ZINC 1.781e+03   0        -35.1    0        0        -35.1      2  3  3 0.23
  160 ZINC00007346 <0>1 1.509e+03   0        -24.2    0        0        -24.2      8  3  3 0.33
  159 ZINC00006921 <0>1 1.433e+03   0        -25.3    0        0        -25.3      9  3  3 0.41
  162 ZINC00007404 ZINC 1.703e+03   0        -42.8    0        0        -42.8      0  3  3 0.44
  161 ZINC00007404 ZINC 1.612e+03   0        -28.2    0        0        -28.2      9  3  3 0.12
  164 ZINC00008315 ZINC 1.764e+03   0        -37.2    0        0        -37.2      0  3  3 0.43
  163 ZINC00007936 UNL1 1.100e+03   0        -18.9    0        0        -18.9      1  3  3 0.44
  166 ZINC00008844 ZINC 1.539e+03   0        -38.1    0        0        -38.1      0  3  3 0.52
  165 ZINC00006561 ZINC 1.828e+03   0        -36.3    0        0        -36.3      0  3  3 0.38
  168 ZINC00009146 ZINC 2.396e+03   0        -49.1    0        0        -49.1      0  3  3 0.46
  167 ZINC00008998 <0>1 1.367e+03   0        -24.9    0        0        -24.9      4  3  3 0.33
  170 ZINC00009168 <0>1 1.262e+03   0        -24      0        0        -24        3  3  3 0.74
  169 ZINC00009168 <0>1 1.184e+03   0        -27.7    0        0        -27.7      3  3  3 0.56
  172 ZINC00009168 <0>1 1.195e+03   0        -26.2    0        0        -26.2      5  3  3 0.74
  171 ZINC00009168 <0>1 1.244e+03   0        -26.8    0        0        -26.8      9  3  3 0.78
  174 ZINC00009223 <0>1 1.380e+03   0        -20.7    0        0        -20.7      2  3  3 0.14
  173 ZINC00009168 <0>1 1.142e+03   0        -24.5    0        0        -24.5      5  3  3 0.40
  176 ZINC00009540 <0>1 1.369e+03   0        -22.8    0        0        -22.8      8  3  3 0.43
  175 ZINC00009508 ZINC 1.643e+03   0        -36.4    0        0        -36.4      0  3  3 0.43
  178 ZINC00005702 <0>1 1.473e+03   0        -24.4    0        0        -24.4      2  3  3 0.47
  177 ZINC00000613 <0>1 1.265e+03   0        -25.4    0        0        -25.4      9  3  3 0.32
  180 ZINC00003166 ZINC 1.699e+03   0        -51.3    0        0        -51.3      0  3  3 0.53
  179 ZINC00002060 ZINC 1.693e+03   0        -46.6    0        0        -46.6      0  3  3 0.05
  182 ZINC00003208 ZINC 2.192e+03   0        -45.5    0        0        -45.5      0  3  3 0.46
  181 ZINC00003166 ZINC 1.791e+03   0        -46.6    0        0        -46.6      0  3  3 0.40
  184 ZINC00000692 ZINC 2.270e+03   0        -43.3    0        0        -43.3      0  3  3 0.32
  183 ZINC00003208 ZINC 1.949e+03   0        -47.2    0        0        -47.2      0  3  3 0.36
  186 ZINC00004094 ZINC 1.918e+03   0        -48.2    0        0        -48.2      0  3  3 0.46
  185 ZINC00000692 ZINC 2.298e+03   0        -42      0        0        -42        0  3  3 0.05
  188 ZINC00000107 UNL1 1.307e+03   0        -30.4    0        0        -30.4      6  3  3 0.49
  187 ZINC00004094 ZINC 1.759e+03   0        -47.7    0        0        -47.7      0  3  3 0.44
  190 ZINC00005482 ZINC 2.144e+03   0        -44.2    0        0        -44.2      0  3  3 0.55
  189 ZINC00000107 UNL1 1.307e+03   0        -28.9    0        0        -28.9      4  3  3 0.36
  192 ZINC00005749 ZINC 2.022e+03   0        -44      0        0        -44        0  3  3 0.15
  191 ZINC00005482 ZINC 2.160e+03   0        -47.1    0        0        -47.1      0  3  3 0.38
  194 ZINC00005817 ZINC 1.982e+03   0        -45.6    0        0        -45.6      0  3  3 0.21
  193 ZINC00005749 ZINC 1.942e+03   0        -49.2    0        0        -49.2      0  3  3 0.16
  196 ZINC00001996 ZINC 2.294e+03   0        -49.1    0        0        -49.1      0  3  3 0.30
  195 ZINC00005820 <0>1 1.549e+03   0        -31.9    0        0        -31.9     10  3  3 0.68
  198 ZINC00006459 <0>1 1.566e+03   0        -27.8    0        0        -27.8      5  3  3 0.55
  197 ZINC00006459 <0>1 1.634e+03   0        -22.5    0        0        -22.5      8  3  3 0.08
  200 ZINC00006497 UNL1 1.459e+03   0        -27.8    0        0        -27.8      3  3  3 0.51
  199 ZINC00006497 UNL1 1.308e+03   0        -28.4    0        0        -28.4      8  3  3 0.28
  202 ZINC00006497 <0>1 1.688e+03   0        -28.8    0        0        -28.8      5  3  3 0.39
  201 ZINC00006497 <0>1 1.578e+03   0        -31      0        0        -31        3  3  3 0.27
  204 ZINC00006500 ZINC 2.069e+03   0        -48.1    0        0        -48.1      0  3  3 0.29
  203 ZINC00006500 ZINC 2.052e+03   0        -51.5    0        0        -51.5      0  3  3 0.29
  206 ZINC00006518 <0>1 1.548e+03   0        -25.6    0        0        -25.6      4  3  3 0.29
  205 ZINC00006518 <0>1 1.711e+03   0        -29.7    0        0        -29.7      5  3  3 0.28
  208 ZINC00006518 <0>1 1.741e+03   0        -24.2    0        0        -24.2     10  3  3 0.34
  207 ZINC00006518 <0>1 1.754e+03   0        -29.8    0        0        -29.8      2  3  3 0.44
  210 ZINC00006518 <0>1 1.477e+03   0        -30      0        0        -30       10  3  3 0.36
  209 ZINC00006518 <0>1 1.737e+03   0        -25.9    0        0        -25.9      3  3  3 0.38
  212 ZINC00006518 <0>1 1.704e+03   0        -28.1    0        0        -28.1      7  3  3 0.46
  211 ZINC00006518 <0>1 1.672e+03   0        -26.8    0        0        -26.8      8  3  3 0.42
  214 ZINC00006546 <0>1 1.197e+03   0        -33.1    0        0        -33.1      6  3  3 0.46
  213 ZINC00006546 <0>1 1.266e+03   0        -33.2    0        0        -33.2      0  3  3 0.49
  216 ZINC00005604 ZINC 1.728e+03   0        -41.7    0        0        -41.7      0  3  3 0.41
  215 ZINC00004853 ZINC 2.228e+03   0        -45.3    0        0        -45.3      0  3  3 0.49
  218 ZINC00005566 <0>1 1.568e+03   0        -26      0        0        -26        8  3  3 0.38
  217 ZINC00005604 ZINC 1.917e+03   0        -41.5    0        0        -41.5      0  3  3 0.63
  220 ZINC00007242 ZINC 1.839e+03   0        -43.4    0        0        -43.4      0  3  3 0.25
  219 ZINC00005566 <0>1 1.618e+03   0        -27.5    0        0        -27.5      5  3  3 0.52
  222 ZINC00000493 ZINC 1.883e+03   0        -49.1    0        0        -49.1      0  3  3 0.24
  221 ZINC00007242 ZINC 1.820e+03   0        -42.4    0        0        -42.4      0  3  3 0.27
  224 ZINC00000362 <0>1 1.570e+03   0        -26.8    0        0        -26.8      2  3  3 0.49
  223 ZINC00000362 <0>1 1.500e+03   0        -28.2    0        0        -28.2      1  3  3 0.58
  226 ZINC00008523 ZINC 1.983e+03   0        -45.9    0        0        -45.9      0  3  3 0.55
  225 ZINC00008523 ZINC 1.939e+03   0        -43.8    0        0        -43.8      0  3  3 0.54
  228 ZINC00009270 ZINC 2.096e+03   0        -42.7    0        0        -42.7      0  3  3 0.12
  227 ZINC00009130 ZINC 2.010e+03   0        -35.8    0        0        -35.8      0  3  3 0.18
  230 ZINC00009270 ZINC 2.158e+03   0        -47.8    0        0        -47.8      0  3  3 0.02
  229 ZINC00009270 ZINC 2.166e+03   0        -48.1    0        0        -48.1      0  3  3 0.27
  232 ZINC00009622 <0>1 1.287e+03   0        -33.7    0        0        -33.7      8  3  3 0.44
  231 ZINC00009622 <0>1 1.243e+03   0        -31.7    0        0        -31.7      7  3  3 0.51
  234 ZINC00003334 <0>1 1.306e+03   0        -28.3    0        0        -28.3     10  3  3 0.05
  233 ZINC00009622 <0>1 1.173e+03   0        -24.3    0        0        -24.3      0  3  3 0.24
  236 ZINC00006509 UNL1 1.408e+03   0        -34.3    0        0        -34.3      6  3  3 0.66
  235 ZINC00003334 <0>1 1.306e+03   0        -28.9    0        0        -28.9      5  3  3 0.40
  238 ZINC00000014 ZINC 1.736e+03   0        -43.1    0        0        -43.1      0  3  3 0.35
  237 ZINC00006509 UNL1 1.342e+03   0        -29.4    0        0        -29.4      1  3  3 0.53
  240 ZINC00001613 <0>1 1.575e+03   0        -26.7    0        0        -26.7      8  3  3 0.64
  239 ZINC00000014 ZINC 1.883e+03   0        -37.2    0        0        -37.2      0  3  3 0.52
  242 ZINC00001928 <0>1 1.116e+03   0        -29.5    0        0        -29.5      5  3  3 0.32
  241 ZINC00001613 <0>1 1.535e+03   0        -24.8    0        0        -24.8      8  3  3 0.59
  244 ZINC00001928 <0>1 1.359e+03   0        -28.7    0        0        -28.7      4  3  3 0.62
  243 ZINC00001928 <0>1 1.291e+03   0        -26.7    0        0        -26.7      9  3  3 0.38
  246 ZINC00001266 ZINC 1.676e+03   0        -49.9    0        0        -49.9      0  3  3 0.28
  245 ZINC00001928 <0>1 1.124e+03   0        -29      0        0        -29        5  3  3 0.35
  248 ZINC00001212 <0>1 1.293e+03   0        -32.3    0        0        -32.3      6  3  3 0.53
  247 ZINC00001266 ZINC 1.675e+03   0        -49.1    0        0        -49.1      0  3  3 0.29
  250 ZINC00001212 <0>1 1.237e+03   0        -38.3    0        0        -38.3      2  3  3 0.39
  249 ZINC00001212 <0>1 1.307e+03   0        -31.4    0        0        -31.4      9  3  3 0.40
  252 ZINC00002030 ZINC 1.567e+03   0        -42.2    0        0        -42.2      0  3  3 0.41
  251 ZINC00001212 <0>1 1.255e+03   0        -30.8    0        0        -30.8      0  3  3 0.37
  254 ZINC00002057 <0>1 1.348e+03   0        -24.8    0        0        -24.8      0  3  3 0.38
  253 ZINC00002030 ZINC 1.542e+03   0        -26      0        0        -26        7  3  3 0.05
  256 ZINC00002057 <0>1 1.323e+03   0        -27.4    0        0        -27.4      0  3  3 0.14
  255 ZINC00002057 <0>1 1.343e+03   0        -24.7    0        0        -24.7      0  3  3 0.39
  258 ZINC00003048 ZINC 2.386e+03   0        -58.6    0        0        -58.6      0  3  3 0.39
  257 ZINC00002060 ZINC 1.909e+03   0        -45.1    0        0        -45.1      0  3  3 0.40
  260 ZINC00000673 ZINC 2.441e+03   0        -40.8    0        0        -40.8      0  3  3 0.17
  259 ZINC00000673 ZINC 2.361e+03   0        -60.5    0        0        -60.5      0  3  3 0.32
  262 ZINC00003535 <0>1 1.329e+03   0        -30.6    0        0        -30.6      3  3  3 0.49
  261 ZINC00003250 <0>1 1.388e+03   0        -23.1    0        0        -23.1      8  3  3 0.29
  264 ZINC00001314 ZINC 1.969e+03   0        -49.1    0        0        -49.1      0  3  3 0.31
  263 ZINC00003535 <0>1 1.408e+03   0        -25.6    0        0        -25.6      0  3  3 0.66
  266 ZINC00003800 <0>1 1.352e+03   0        -27.4    0        0        -27.4      8  3  3 0.32
  265 ZINC00001314 ZINC 2.138e+03   0        -48.6    0        0        -48.6      0  3  3 0.58
  268 ZINC00004865 ZINC 1.764e+03   0        -44.3    0        0        -44.3      0  3  3 0.52
  267 ZINC00003800 <0>1 1.338e+03   0        -26.3    0        0        -26.3      0  3  3 0.42
  270 ZINC00004954 <0>1 1.627e+03   0        -27.1    0        0        -27.1      8  3  3 0.50
  269 ZINC00004865 ZINC 1.736e+03   0        -41.8    0        0        -41.8      0  3  3 0.32
  272 ZINC00005708 ZINC 1.787e+03   0        -43.9    0        0        -43.9      0  3  3 0.40
  271 ZINC00004954 <0>1 1.545e+03   0        -27      0        0        -27        9  3  3 0.29
  274 ZINC00006494 ZINC 2.303e+03   0        -47.2    0        0        -47.2      0  3  3 0.17
  273 ZINC00005840 ZINC 2.279e+03   0        -47.2    0        0        -47.2      0  3  3 0.32
  276 ZINC00006494 ZINC 2.252e+03   0        -40      0        0        -40        0  3  3 0.36
  275 ZINC00006494 ZINC 1.873e+03   0        -51.8    0        0        -51.8      0  3  3 0.39
  277 ZINC00006494 ZINC 1.990e+03   0        -48.4    0        0        -48.4      0  3  3 0.28
  278 ZINC00006942 ZINC 1.918e+03   0        -44.9    0        0        -44.9      0  3  3 0.38
  280 ZINC00007363 ZINC 1.864e+03   0        -43.9    0        0        -43.9      0  3  3 0.49
  279 ZINC00006942 ZINC 1.840e+03   0        -39.1    0        0        -39.1      0  3  3 0.38
  282 ZINC00007363 ZINC 1.805e+03   0        -45.7    0        0        -45.7      0  3  3 0.51
  281 ZINC00007363 ZINC 1.968e+03   0        -45.1    0        0        -45.1      0  3  3 0.41
  284 ZINC00000419 ZINC 2.287e+03   0        -47.9    0        0        -47.9      0  3  3 0.20
  283 ZINC00000419 ZINC 2.311e+03   0        -47.5    0        0        -47.5      0  3  3 0.21
  286 ZINC00000488 ZINC 1.751e+03   0        -39.3    0        0        -39.3      4  3  3 0.26
  285 ZINC00000488 ZINC 2.115e+03   0        -48.8    0        0        -48.8      0  3  3 0.24
  288 ZINC00008949 ZINC 1.730e+03   0        -41.1    0        0        -41.1      0  3  3 0.47
